"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001108052",547.100592675896,-0.185867339025874,0.147471833217489,0.114143822978194,0.413872263676334
"NM_001108053",282.539434819296,-0.462129833417738,0.312139039357334,0.0143911581205809,0.116675062584255
"NM_001108055",29.6859906489682,0.068756818597203,0.220146641379198,0.461673654137046,0.783069825137025
"NM_001108056",2296.04010619659,-0.137881124365724,0.122391075331297,0.18574558418892,0.523290114905225
"NM_001108058",4.33750921849739,-0.0492636336326465,0.233991450666331,0.294986835209815,NA
"NM_001108059",299.510203407715,-0.00203971029540058,0.141739801344982,0.984164098198152,0.994873191811039
"NM_001108062",287.023530568518,0.0889333133349183,0.156172380202941,0.449907402236891,0.775196745448573
"NM_001108063",47.7444392949215,0.0932931917414439,0.216132163413596,0.389179436681101,0.729107708853006
"NM_001108064",595.934752952892,-0.136695404192252,0.133931453527298,0.215022694877278,0.563888731023896
"NM_001108065",14.5644681898222,-0.0578258954021961,0.228397139765461,0.42450063890485,0.756282886931879
"NM_001108066",13.6959663125527,0.0173876466021172,0.217077921090464,0.823388541081983,0.95196447469825
"NM_001108067",312.335903442451,-0.0193400714909806,0.133671545591012,0.858623564213925,0.9598734812741
"NM_001108068",832.459219413778,0.0169297075175081,0.112826885043427,0.8656872831124,0.961728854742768
